statecounty,margin,nixon,humphrey,wallace,hex_color
48249,34.60, 28.13, 62.73, 9.08,47179f
48251,7.72, 35.23, 42.95, 21.83,59376d
48253,13.98, 33.66, 47.64, 18.70,552f79
48255,21.61, 31.22, 52.83, 15.96,4f2886
48257,10.87, 30.04, 40.92, 29.04,4c4a68
48259,41.72, 63.50, 21.77, 14.73,a12537
48261,13.11, 41.53, 54.64, 3.83,69098b
48263,18.14, 22.56, 47.79, 29.65,394b79
48265,27.31, 55.58, 28.27, 16.15,8d2948
48267,12.94, 46.78, 33.85, 19.30,773156
48269,16.96, 19.64, 48.66, 31.70,32507c
48271,22.54, 33.06, 55.59, 11.35,541c8d
48273,23.95, 33.84, 57.80, 8.36,561593
48275,30.18, 27.27, 57.45, 15.28,452692
48277,11.34, 31.05, 42.39, 26.55,4f436c
48279,5.19, 41.05, 35.86, 23.09,683a5b
48281,17.32, 33.18, 50.50, 16.32,542980
48283,29.69, 29.97, 59.67, 10.36,4c1a98
48285,8.79, 31.95, 40.74, 27.31,514567
48287,6.96, 35.97, 42.92, 21.11,5b356d
48289,21.33, 21.43, 49.95, 28.62,36487f
48291,0.79, 28.58, 36.11, 35.31,485a5c
48293,23.07, 26.13, 49.20, 24.67,423e7d
48295,51.78, 69.84, 18.06, 12.10,b21e2e
48297,0.68, 40.02, 39.33, 20.65,663464
48299,7.19, 38.19, 45.38, 16.42,612973
48301,20.99, 28.40, 22.22, 49.38,487d38
48303,20.37, 51.13, 30.77, 18.10,822e4e
48305,11.38, 34.87, 46.25, 18.88,583075
48307,15.27, 35.61, 50.88, 13.50,5a2281
48309,13.79, 34.22, 48.00, 17.73,572d7a
48311,2.10, 39.49, 37.38, 23.13,643a5f
48313,9.67, 25.69, 41.99, 32.32,41526b
48315,10.62, 22.32, 44.15, 33.53,385570
48317,13.23, 27.33, 29.72, 42.95,456d4b
48319,15.09, 51.98, 36.89, 11.13,841c5e
48321,5.92, 36.55, 42.46, 20.99,5d356c
48323,31.88, 30.77, 62.65, 6.58,4e109f
48325,7.87, 39.19, 47.06, 13.75,632378
48327,13.29, 50.57, 37.28, 12.15,801e5f
48329,30.63, 55.07, 20.48, 24.44,8c3e34
48331,25.82, 25.18, 51.01, 23.79,403c82
48333,4.63, 38.79, 43.42, 17.80,622d6e
48335,23.35, 29.96, 53.30, 16.74,4c2a87
48337,15.73, 33.35, 49.09, 17.56,552c7d
48339,3.97, 32.84, 30.34, 36.81,535d4d
48341,20.40, 47.60, 27.20, 25.18,794045
48343,9.25, 26.03, 41.61, 32.36,42526a
48345,1.63, 37.49, 35.86, 26.65,5f435b
48347,2.17, 32.74, 34.91, 32.35,535259
48349,23.59, 27.39, 50.98, 21.61,453781
48351,0.93, 15.67, 41.68, 42.62,276c6a
48353,13.73, 33.16, 46.88, 19.96,543277
48355,26.25, 31.57, 57.82, 10.61,501b93
48357,54.79, 70.50, 13.79, 15.71,b32823
48359,10.53, 40.61, 30.08, 29.19,674a4c
48361,11.12, 27.74, 30.57, 41.69,466a4d
48363,12.44, 35.33, 47.77, 16.90,5a2b79
48365,15.79, 26.67, 28.77, 44.56,447149
48367,13.25, 32.98, 46.23, 20.79,543575
48369,22.76, 49.61, 26.85, 23.53,7e3c44
48371,1.69, 37.92, 39.61, 22.39,603965
48373,2.82, 22.18, 40.31, 37.49,385f66
48375,18.84, 49.27, 30.43, 20.26,7d334d
48377,30.85, 30.40, 61.25, 8.34,4d159c
48379,18.11, 28.24, 46.35, 25.42,484076
48381,39.48, 61.32, 21.84, 16.82,9c2a37
48383,7.55, 40.83, 33.27, 25.90,684254
48385,1.85, 41.25, 39.40, 19.35,693164
48387,13.54, 25.57, 43.99, 30.45,414d70
48389,4.16, 37.33, 41.49, 21.17,5f3569
48391,17.73, 33.77, 51.50, 14.73,562583
48393,38.52, 60.51, 17.51, 21.98,9a382c
48395,39.39, 20.35, 59.74, 19.91,333298
48397,8.30, 31.09, 39.39, 29.47,4f4b64
48399,6.77, 44.65, 37.88, 17.47,712c60
48401,5.19, 29.80, 32.50, 37.69,4b6052
48403,5.79, 18.44, 43.68, 37.88,2f606f
48405,13.01, 20.57, 33.21, 46.22,347554
48407,23.47, 16.50, 53.49, 30.01,2a4c88
48409,24.99, 29.95, 54.94, 15.12,4c268c
48411,28.27, 25.00, 53.27, 21.73,3f3787
48413,1.89, 41.60, 39.71, 18.70,6a2f65
48415,5.88, 35.90, 41.78, 22.30,5b386a
48417,7.70, 36.96, 44.66, 18.38,5e2e71
48419,11.18, 16.28, 36.27, 47.45,29785c
48421,24.86, 51.79, 21.28, 26.93,844436
48423,8.13, 39.51, 29.10, 31.39,64504a
48425,7.88, 34.74, 42.62, 22.64,58396c
48427,47.48, 25.60, 73.08,-,4100ba
48429,1.57, 42.18, 40.61, 17.21,6b2b67
48431,5.07, 45.33, 40.27, 14.40,732466
48433,33.60, 19.19, 57.21, 23.60,303c91
48435,6.70, 45.27, 38.57, 16.15,732962
48437,16.38, 33.06, 49.44, 17.50,542c7e
48439,1.09, 42.88, 41.79, 15.34,6d276a
48441,12.14, 47.68, 35.54, 16.74,792a5a
48443,8.15, 41.60, 33.44, 24.79,6a3f55
48445,7.30, 44.00, 36.71, 19.29,70315d
48447,28.37, 29.88, 58.25, 11.88,4c1e94
48449,7.46, 27.22, 40.12, 32.66,455366
48451,14.89, 49.56, 34.67, 15.74,7e2858
48453,6.49, 41.58, 48.07, 10.21,6a1a7a
48455,5.36, 22.89, 41.24, 35.88,3a5b69
48457,6.81, 29.58, 31.80, 38.62,4b6251
48459,5.90, 22.06, 36.02, 41.92,386a5b
48461,12.67, 41.87, 29.19, 28.94,6a494a
48463,10.84, 47.32, 36.48, 16.14,78295d
48465,22.66, 33.59, 56.25, 10.06,55198f
48467,9.11, 28.94, 40.08, 30.97,494e66
48469,2.10, 43.12, 41.02, 15.86,6d2868
48471,7.69, 33.62, 41.30, 25.08,553f69
48473,21.11, 27.86, 48.97, 23.18,473b7c
48475,3.99, 36.39, 31.21, 32.40,5c524f
48477,27.79, 57.86, 30.07, 12.07,931e4c
48479,61.86, 17.78, 79.65, 2.57,2d06cb
48481,5.33, 37.89, 43.22, 18.90,60306e
48483,14.23, 45.97, 31.74, 22.28,753850
48485,10.33, 35.72, 46.05, 18.22,5b2e75
48487,1.67, 36.73, 38.40, 24.86,5d3f61
48489,18.88, 34.17, 53.05, 12.78,572087
48491,25.73, 28.87, 54.61, 16.49,492a8b
48493,24.17, 31.46, 55.63, 12.91,50208d
48495,3.97, 38.87, 26.21, 34.90,635842
48497,13.49, 33.82, 47.31, 18.88,563078
48499,2.33, 32.69, 35.02, 32.27,535259
48501,16.21, 45.61, 24.98, 29.41,744a3f
48503,11.63, 34.79, 46.43, 18.78,582f76
48505,54.29, 20.71, 75.00, 4.29,340abf
48507,27.72, 31.29, 59.01, 9.66,4f1896
49001,9.98, 50.87, 40.90, 8.13,811468
49003,39.25, 65.71, 26.46, 7.76,a71343
49005,43.80, 68.81, 25.01, 6.07,af0f3f
49007,23.84, 36.17, 60.01, 3.74,5c0999
49009,18.90, 52.23, 33.33, 14.43,852454
49011,29.44, 60.60, 31.17, 8.18,9a144f
49013,30.88, 61.15, 30.28, 8.57,9b154d
49015,8.49, 50.89, 42.41, 6.70,81116c
49017,48.35, 69.47, 21.12, 9.35,b11735
49019,30.89, 60.88, 30.00, 9.12,9b174c
49021,43.50, 66.59, 23.09, 10.26,a91a3a
49023,13.21, 53.95, 40.75, 5.30,890d67
49025,56.39, 71.72, 12.95, 15.33,b62721
49027,38.39, 66.06, 27.67, 6.27,a80f46
49029,27.54, 59.89, 32.35, 7.63,981352
49031,38.24, 64.42, 26.18, 9.40,a41742
49033,45.78, 70.28, 24.50, 5.22,b30d3e
49035,13.09, 54.03, 40.94, 4.94,890c68
49037,30.54, 59.66, 29.12, 11.22,981c4a
49039,30.27, 62.20, 31.93, 5.78,9e0e51
49041,42.64, 67.24, 24.60, 8.09,ab143e
49043,28.74, 62.37, 33.64, 3.96,9f0a55
49045,10.02, 41.39, 51.41, 7.16,691283
49047,40.87, 65.64, 24.77, 9.45,a7183f
49049,25.43, 59.01, 33.57, 7.40,961255
49051,25.35, 60.95, 35.60, 3.25,9b085a
49053,45.02, 64.52, 19.50, 15.92,a42831
49055,32.35, 62.85, 30.50, 6.64,a0104d
49057,12.83, 52.82, 39.98, 7.15,861265
50001,25.43, 60.84, 35.42, 3.38,9b085a
50003,8.77, 52.27, 43.50, 3.51,85086e
50005,21.15, 58.88, 37.73, 2.95,960760
50007,5.58, 45.34, 50.91, 3.10,730781
50009,2.81, 49.83, 47.01, 2.81,7f0777
50011,6.93, 44.67, 51.60, 3.41,710883
50013,1.54, 48.36, 46.82, 4.68,7b0b77
50015,39.61, 68.04, 28.43, 3.21,ad0848
50017,36.10, 66.16, 30.06, 3.20,a8084c
50019,18.17, 56.97, 38.80, 3.78,910962
50021,6.55, 51.26, 44.72, 3.47,820872
50023,8.75, 52.62, 43.87, 2.79,86076f
50025,12.29, 54.37, 42.08, 2.94,8a076b
50027,16.19, 56.47, 40.27, 2.70,8f0666
51001,2.49, 35.19, 26.87, 37.69,596044
51003,26.74, 53.45, 26.71, 19.63,883244
51005,13.08, 43.47, 26.05, 30.40,6e4d42
51007,0.99, 33.90, 32.83, 32.91,565353
51009,3.10, 39.80, 23.12, 36.69,655d3a
51011,5.97, 43.42, 18.73, 37.45,6e5f2f
51013,3.35, 45.92, 42.57, 11.00,751c6c
51015,35.14, 57.92, 18.61, 22.78,933a2f
51017,18.08, 45.97, 26.04, 27.89,754742
51019,6.49, 35.80, 20.08, 42.30,5b6b33
51021,20.30, 50.38, 30.08, 19.39,80314c
51023,25.80, 50.54, 24.75, 24.65,803e3f
51025,3.46, 22.13, 37.11, 40.57,38675e
51027,13.28, 37.68, 50.97, 10.87,601b81
51029,4.93, 32.05, 30.71, 36.99,515e4e
51031,10.19, 44.73, 15.58, 34.54,725827
51033,22.66, 26.25, 48.92, 24.49,423e7c
51035,40.99, 64.16, 23.17, 12.52,a31f3b
51036,58.01, 16.33, 74.34, 8.98,2916bd
51037,26.21, 24.43, 24.50, 50.72,3e813e
51041,26.75, 56.03, 14.54, 29.28,8e4a25
51043,13.58, 42.62, 29.05, 28.06,6c474a
51045,12.88, 46.18, 33.31, 20.35,753354
51047,21.09, 47.49, 26.40, 25.93,794243
51049,5.51, 34.70, 40.21, 24.75,583f66
51051,0.77, 46.01, 45.25, 8.62,751573
51053,13.20, 27.60, 29.50, 42.70,466c4b
51057,4.90, 36.55, 41.45, 21.63,5d3769
51059,10.80, 48.98, 38.18, 12.62,7c2061
51061,11.48, 43.76, 32.29, 23.63,6f3c52
51063,44.11, 64.32, 20.21, 15.18,a42633
51065,11.79, 42.56, 26.53, 30.77,6c4e43
51067,2.20, 36.54, 24.37, 38.75,5d623e
51069,20.91, 49.58, 21.63, 28.67,7e4937
51071,10.79, 43.36, 32.58, 21.86,6e3753
51073,2.13, 37.10, 27.73, 34.97,5e5946
51075,5.00, 35.13, 40.13, 24.15,593d66
51077,24.85, 54.09, 29.24, 16.55,892a4a
51079,27.31, 55.26, 16.46, 27.95,8c4729
51081,3.51, 16.71, 43.19, 39.68,2a656e
51083,17.59, 28.94, 24.16, 46.53,49763d
51085,19.31, 50.01, 19.17, 30.70,7f4e30
51087,40.83, 62.52, 15.71, 21.69,9f3728
51089,17.26, 25.92, 27.42, 44.68,427145
51091,31.34, 57.90, 26.57, 15.53,932743
51093,6.23, 23.28, 35.08, 41.31,3b6959
51095,1.92, 35.50, 37.42, 26.64,5a435f
51097,12.93, 27.40, 42.55, 29.62,454b6c
51099,4.51, 37.77, 33.26, 28.79,604954
51101,11.60, 43.03, 31.43, 25.30,6d4050
51103,13.86, 44.93, 31.07, 24.00,723d4f
51105,3.67, 47.35, 43.67, 8.80,78166f
51107,13.19, 45.91, 32.72, 21.23,753653
51109,5.55, 38.09, 32.54, 28.99,614952
51111,11.19, 29.44, 29.41, 40.63,4b674a
51113,17.43, 48.71, 19.60, 31.28,7c4f31
51115,19.30, 47.14, 24.88, 27.84,78463f
51117,13.42, 29.01, 28.14, 42.44,496c47
51119,7.54, 39.62, 28.16, 32.08,655147
51121,38.09, 61.47, 23.38, 14.83,9c253b
51125,0.96, 32.98, 32.69, 33.95,545653
51127,8.19, 27.63, 40.18, 31.99,465166
51131,0.20, 35.48, 35.68, 28.41,5a485a
51133,10.34, 41.18, 30.84, 27.72,69464e
51135,1.22, 33.42, 31.66, 34.64,555850
51137,18.49, 47.17, 24.01, 28.68,78493d
51139,22.68, 53.93, 31.25, 14.63,89254f
51141,4.04, 41.46, 20.95, 37.42,695f35
51143,19.48, 25.62, 27.29, 46.77,417745
51145,2.82, 27.11, 37.70, 34.89,455860
51147,6.22, 39.80, 33.58, 26.23,654255
51149,7.58, 32.75, 26.72, 40.33,536644
51153,12.73, 42.51, 29.79, 27.61,6c464b
51155,23.13, 53.35, 30.21, 16.29,88294d
51157,14.67, 43.58, 28.91, 27.29,6f4549
51159,21.65, 48.86, 23.68, 27.21,7c453c
51161,36.42, 58.89, 18.47, 22.46,96392f
51163,34.75, 56.80, 21.05, 22.05,903835
51165,48.38, 66.40, 18.02, 15.51,a9272d
51167,3.43, 43.49, 40.06, 15.43,6e2766
51169,22.05, 53.54, 31.49, 14.76,882550
51171,43.85, 62.91, 19.05, 17.98,a02d30
51173,27.34, 54.32, 26.98, 18.54,8a2f44
51175,5.07, 26.15, 34.26, 39.34,426457
51177,0.57, 34.00, 33.43, 32.26,565255
51179,5.79, 39.68, 26.20, 33.89,655642
51181,17.67, 22.10, 47.59, 29.92,384c79
51183,10.70, 29.12, 40.62, 29.92,4a4c67
51185,2.65, 39.11, 41.75, 17.84,632d6a
51187,14.80, 43.37, 28.57, 27.93,6e4748
51191,26.26, 51.16, 24.89, 23.73,823c3f
51193,7.02, 39.99, 32.97, 26.90,654454
51195,7.44, 39.70, 47.14, 12.97,652178
51197,26.90, 52.25, 25.35, 19.78,853240
51199,0.29, 36.93, 26.08, 36.64,5e5d42
51510,3.41, 41.69, 45.11, 12.98,6a2173
51515,15.46, 43.99, 23.91, 28.53,70483c
51520,9.12, 44.09, 34.98, 20.81,703559
51530,21.57, 49.04, 23.31, 27.47,7d463b
51540,15.62, 49.41, 33.80, 15.71,7d2856
51550,17.13, 25.18, 27.64, 44.77,407246
51570,10.05, 48.96, 12.01, 38.91,7c631e
51580,9.90, 43.14, 33.24, 23.53,6e3c54
51590,8.33, 40.27, 26.64, 31.95,665143
51595,4.38, 37.06, 29.99, 32.68,5e534c
51600,13.31, 48.70, 35.39, 15.76,7c285a
51610,3.31, 45.76, 42.45, 11.50,741d6c
51620,7.05, 42.15, 35.11, 22.65,6b3959
51630,2.09, 42.27, 40.17, 17.32,6b2c66
51640,22.04, 54.44, 32.39, 13.17,8a2152
51650,1.90, 32.30, 34.68, 32.79,525358
51660,41.89, 65.69, 23.81, 10.41,a71a3c
51670,12.61, 43.63, 23.25, 31.02,6f4f3b
51678,20.91, 56.12, 35.20, 8.49,8f1559
51680,30.81, 54.34, 23.53, 19.94,8a323c
51683,0,-,-,-,000000
51685,0,-,-,-,000000
51690,1.50, 35.98, 37.48, 25.51,5b415f
51700,1.61, 34.46, 36.07, 29.04,574a5b
51710,9.38, 33.88, 43.26, 22.03,56386e
51720,4.74, 39.07, 43.80, 16.97,632b6f
51730,18.27, 31.14, 49.41, 19.32,4f317d
51735,0,-,-,-,000000
51740,9.65, 25.15, 42.09, 32.44,40526b
51750,23.23, 55.40, 32.17, 12.30,8d1f52
51760,9.72, 39.57, 49.28, 10.99,641c7d
51770,20.28, 51.21, 30.93, 17.56,822c4e
51775,35.76, 57.77, 20.00, 22.01,933833
51790,37.46, 61.40, 23.94, 14.60,9c253d
51800,6.92, 37.95, 31.03, 30.88,604e4f
51810,14.19, 43.23, 26.76, 29.04,6e4a44
51820,34.49, 61.38, 26.89, 11.40,9c1d44
51830,6.67, 46.73, 40.06, 9.98,771966
51840,27.62, 55.76, 28.14, 15.93,8e2847
53001,31.44, 62.11, 30.67, 7.22,9e124e
53003,7.10, 42.45, 49.56, 7.97,6c147e
53005,13.23, 51.29, 38.06, 10.58,821a61
53007,13.38, 52.77, 39.39, 7.68,861364
53009,7.79, 41.60, 49.39, 8.77,6a167d
53011,9.42, 42.40, 51.82, 5.65,6c0e84
53013,21.70, 56.74, 35.04, 8.13,901459
53015,9.79, 42.10, 51.90, 5.85,6b0e84
53017,7.05, 48.52, 41.47, 9.95,7b1969
53019,0.87, 43.84, 42.97, 13.12,6f216d
53021,2.05, 44.22, 42.17, 13.57,70226b
53023,15.07, 53.03, 37.96, 9.02,871760
53025,8.59, 48.77, 40.18, 10.96,7c1b66
53027,25.39, 34.03, 59.43, 6.29,561097
53029,10.49, 50.96, 40.48, 8.46,811567
53031,9.41, 40.55, 49.97, 9.03,67177f
53033,1.06, 46.00, 47.05, 6.62,751077
53035,19.47, 36.47, 55.94, 7.50,5c138e
53037,3.33, 48.25, 44.92, 6.63,7b1072
53039,1.91, 45.52, 47.44, 6.90,741178
53041,1.79, 47.03, 45.23, 7.65,771373
53043,25.19, 59.25, 34.06, 6.67,971156
53045,13.31, 39.55, 52.85, 7.43,641286
53047,1.12, 45.19, 44.08, 10.71,731b70
53049,18.91, 37.71, 56.62, 5.51,600e90
53051,8.59, 41.16, 49.74, 9.03,68177e
53053,15.65, 37.90, 53.54, 8.39,601588
53055,24.40, 59.30, 34.90, 5.50,970e58
53057,0.77, 45.83, 46.60, 7.38,741276
53059,10.63, 40.67, 51.30, 7.94,671482
53061,8.88, 41.47, 50.35, 8.01,691480
53063,2.92, 47.61, 44.69, 7.61,791371
53065,6.63, 46.77, 40.14, 13.03,772166
53067,1.59, 45.06, 46.65, 8.17,721476
53069,15.40, 38.27, 53.67, 7.82,611388
53071,24.82, 59.34, 34.52, 6.07,970f58
53073,2.22, 47.10, 44.88, 7.65,781372
53075,18.80, 56.64, 37.84, 5.15,900d60
53077,15.60, 53.69, 38.09, 8.13,881461
54001,0.06, 47.28, 47.34, 5.38,780d78
54003,15.85, 49.91, 34.06, 16.04,7f2856
54005,33.26, 28.87, 62.13, 9.00,49169e
54007,13.67, 40.35, 54.02, 5.64,660e89
54009,25.23, 31.89, 57.12, 10.99,511c91
54011,0.93, 45.05, 44.12, 10.83,721b70
54013,1.94, 44.63, 46.57, 8.80,711676
54015,11.82, 39.42, 51.24, 9.33,641782
54017,35.67, 65.28, 29.60, 5.12,a60d4b
54019,42.81, 24.15, 66.96, 8.89,3d16aa
54021,5.66, 43.82, 49.48, 6.69,6f117e
54023,54.05, 73.81, 19.76, 6.44,bc1032
54025,5.58, 40.88, 46.46, 12.66,682076
54027,3.78, 44.08, 40.30, 15.62,702766
54029,21.20, 32.82, 54.03, 13.15,532189
54031,0.02, 43.93, 43.90, 12.17,701f6f
54033,14.85, 39.37, 54.22, 6.42,64108a
54035,17.86, 53.99, 36.13, 9.88,89195c
54037,5.93, 39.23, 45.16, 15.62,642773
54039,4.94, 41.76, 46.70, 11.54,6a1d77
54041,10.96, 51.40, 40.43, 8.17,831467
54043,8.39, 42.43, 50.82, 6.75,6c1181
54045,44.00, 23.42, 67.42, 9.17,3b17ab
54047,46.59, 21.23, 67.81, 10.96,361bac
54049,24.16, 34.78, 58.94, 6.28,581096
54051,7.01, 42.46, 49.47, 8.07,6c147e
54053,6.20, 48.97, 42.77, 8.26,7c156d
54055,10.56, 38.28, 48.83, 12.89,61207c
54057,3.19, 45.26, 42.07, 12.68,73206b
54059,33.98, 28.90, 62.89, 8.21,4914a0
54061,16.15, 38.68, 54.83, 6.50,62108b
54063,8.71, 49.66, 40.95, 9.39,7e1768
54065,33.04, 60.32, 27.28, 12.39,991f45
54067,12.58, 39.22, 51.81, 8.97,641684
54069,6.45, 43.20, 49.65, 7.15,6e127e
54071,1.21, 46.50, 45.29, 8.21,761473
54073,0.37, 47.06, 46.69, 6.26,780f77
54075,2.07, 46.01, 43.93, 10.06,751970
54077,15.82, 55.16, 39.35, 5.49,8c0d64
54079,2.09, 45.27, 43.18, 11.55,731d6e
54081,30.40, 29.74, 60.14, 10.12,4b1999
54083,9.61, 41.11, 50.72, 8.18,681481
54085,39.07, 66.50, 27.42, 6.08,a90f45
54087,17.53, 55.70, 38.17, 6.13,8e0f61
54089,18.22, 34.53, 52.75, 12.72,582086
54091,0.92, 46.84, 45.92, 7.25,771275
54093,6.86, 41.96, 48.82, 9.22,6a177c
54095,34.69, 63.90, 29.20, 6.90,a2114a
54097,30.72, 62.44, 31.72, 5.84,9f0e50
54099,13.62, 36.79, 50.41, 12.79,5d2080
54101,32.65, 30.22, 62.87, 6.92,4d11a0
54103,0.94, 46.06, 45.12, 8.82,751673
54105,11.49, 52.26, 40.78, 6.96,851167
54107,12.74, 51.76, 39.02, 9.22,831763
54109,23.23, 34.04, 57.27, 8.68,561692
55001,2.04, 44.81, 42.77, 12.22,721f6d
55003,22.22, 35.74, 57.96, 5.60,5b0e93
55005,17.24, 55.38, 38.14, 6.38,8d1061
55007,12.33, 40.92, 53.24, 5.66,680e87
55009,15.17, 53.67, 38.50, 7.73,881362
55011,15.94, 54.21, 38.27, 7.48,8a1361
55013,1.02, 45.81, 44.79, 9.22,741772
55015,21.40, 56.77, 35.37, 7.76,90135a
55017,2.66, 47.38, 44.72, 7.82,781372
55019,13.95, 51.20, 37.24, 11.32,821c5e
55021,11.79, 52.60, 40.81, 6.50,861068
55023,15.09, 54.09, 39.00, 6.84,891163
55025,19.25, 38.36, 57.61, 3.62,610992
55027,23.14, 57.88, 34.74, 7.28,931258
55029,32.74, 63.34, 30.60, 6.00,a10f4e
55031,35.84, 29.59, 65.43, 4.87,4b0ca6
55033,9.72, 51.44, 41.73, 6.74,83116a
55035,1.99, 46.66, 48.65, 4.62,760b7c
55037,6.06, 48.32, 42.26, 9.24,7b176b
55039,17.18, 55.59, 38.41, 5.91,8d0f61
55041,6.54, 40.14, 46.68, 13.08,662177
55043,31.13, 62.49, 31.36, 6.11,9f0f4f
55045,28.17, 61.03, 32.86, 6.02,9b0f53
55047,33.76, 63.69, 29.92, 6.35,a2104c
55049,14.95, 54.03, 39.08, 6.87,891163
55051,23.41, 34.30, 57.71, 7.90,571493
55053,14.65, 52.88, 38.22, 8.82,861661
55055,16.57, 54.97, 38.40, 6.48,8c1061
55057,17.26, 53.60, 36.33, 9.97,88195c
55059,10.30, 40.57, 50.86, 8.42,671581
55061,23.65, 57.25, 33.61, 9.01,911655
55063,18.75, 55.76, 37.00, 7.08,8e125e
55065,16.61, 55.10, 38.49, 6.34,8c1062
55067,8.63, 49.44, 40.81, 9.56,7e1868
55069,10.02, 51.37, 41.35, 7.18,821269
55071,5.66, 44.23, 49.89, 5.84,700e7f
55073,3.04, 44.40, 47.43, 8.01,711478
55075,4.86, 48.24, 43.37, 8.27,7b156e
55077,29.52, 61.15, 31.63, 7.19,9b1250
55078,47.57, 24.19, 71.76, 4.05,3d0ab6
55079,11.45, 39.81, 51.26, 8.72,651682
55081,24.35, 57.74, 33.39, 8.79,931655
55083,18.38, 53.74, 35.36, 10.80,891b5a
55085,6.14, 48.55, 42.41, 9.00,7b166c
55087,25.66, 59.29, 33.63, 6.99,971155
55089,23.47, 58.11, 34.64, 7.19,941258
55091,7.70, 49.98, 42.28, 7.73,7f136b
55093,2.02, 48.76, 46.74, 4.43,7c0b77
55095,3.53, 48.83, 45.30, 5.74,7c0e73
55097,22.39, 36.10, 58.49, 5.26,5c0d95
55099,4.63, 47.44, 42.81, 9.52,78186d
55101,1.57, 44.78, 43.21, 11.91,721e6e
55103,26.77, 59.82, 33.05, 7.01,981154
55105,9.42, 50.97, 41.56, 7.38,811269
55107,1.80, 44.74, 42.94, 12.18,721f6d
55109,1.50, 46.61, 48.11, 5.20,760d7a
55111,13.72, 53.64, 39.92, 6.35,881065
55113,13.60, 52.17, 38.58, 9.17,851762
55115,36.56, 63.75, 27.20, 8.92,a21645
55117,6.08, 44.86, 50.93, 4.02,720a81
55119,1.92, 43.96, 42.04, 13.85,70236b
55121,9.28, 50.69, 41.41, 7.79,811369
55123,20.45, 55.18, 34.73, 10.06,8c1958
55125,26.82, 58.12, 31.30, 10.41,941a4f
55127,30.99, 61.85, 30.87, 7.22,9d124e
55129,2.99, 47.63, 44.65, 7.54,791371
55131,19.16, 54.96, 35.81, 9.12,8c175b
55133,18.05, 54.98, 36.93, 8.00,8c145e
55135,41.95, 67.13, 25.18, 7.63,ab1340
55137,39.57, 65.35, 25.78, 8.83,a61641
55139,14.34, 53.84, 39.50, 6.46,891064
55141,3.58, 48.29, 44.71, 6.94,7b1172
56001,3.78, 48.71, 44.93, 6.37,7c1072
56003,36.30, 64.07, 27.77, 8.16,a31446
56005,44.71, 66.67, 21.96, 11.37,aa1c37
56007,3.41, 44.77, 48.18, 7.05,72117a
56009,48.95, 69.61, 20.65, 9.74,b11834
56011,53.20, 71.55, 18.35, 10.10,b6192e
56013,24.73, 57.64, 32.91, 9.45,921853
56015,25.23, 57.65, 32.42, 9.92,931952
56017,26.49, 59.38, 32.88, 7.74,971353
56019,56.93, 73.85, 16.92, 9.23,bc172b
56021,1.45, 46.80, 45.35, 7.86,771473
56023,22.02, 57.01, 34.99, 8.00,911459
56025,25.59, 57.19, 31.59, 11.22,911c50
56027,59.46, 76.24, 16.78, 6.98,c2112a
56029,39.60, 65.56, 25.96, 8.48,a71542
56031,19.48, 54.36, 34.88, 10.75,8a1b58
56033,29.69, 61.22, 31.53, 7.26,9c1250
56035,49.88, 68.25, 18.36, 13.39,ae222e
56037,18.26, 36.60, 54.85, 8.55,5d158b
56039,46.75, 69.25, 22.50, 8.25,b01539
56041,10.78, 52.36, 41.57, 6.07,850f6a
56043,34.23, 64.01, 29.77, 6.22,a30f4b
56045,37.38, 63.08, 25.71, 11.21,a01c41
60010,0,-,-,-,000000
60020,0,-,-,-,000000
60030,0,-,-,-,000000
60040,0,-,-,-,000000
60050,0,-,-,-,000000
66010,0,-,-,-,000000
69085,0,-,-,-,000000
69100,0,-,-,-,000000
69110,0,-,-,-,000000
69120,0,-,-,-,000000
72001,0,-,-,-,000000
72003,0,-,-,-,000000
72005,0,-,-,-,000000
72007,0,-,-,-,000000
72009,0,-,-,-,000000
72011,0,-,-,-,000000
72013,0,-,-,-,000000
72015,0,-,-,-,000000
72017,0,-,-,-,000000
72019,0,-,-,-,000000
72021,0,-,-,-,000000
72023,0,-,-,-,000000
72025,0,-,-,-,000000
72027,0,-,-,-,000000
72029,0,-,-,-,000000
72031,0,-,-,-,000000
72033,0,-,-,-,000000
72035,0,-,-,-,000000
72037,0,-,-,-,000000
72039,0,-,-,-,000000
72041,0,-,-,-,000000
72043,0,-,-,-,000000
72045,0,-,-,-,000000
72047,0,-,-,-,000000
72049,0,-,-,-,000000
72051,0,-,-,-,000000
72053,0,-,-,-,000000
72054,0,-,-,-,000000
72055,0,-,-,-,000000
72057,0,-,-,-,000000
72059,0,-,-,-,000000
72061,0,-,-,-,000000
72063,0,-,-,-,000000
72065,0,-,-,-,000000
72067,0,-,-,-,000000
72069,0,-,-,-,000000
72071,0,-,-,-,000000
72073,0,-,-,-,000000
72075,0,-,-,-,000000
72077,0,-,-,-,000000
72079,0,-,-,-,000000
72081,0,-,-,-,000000
72083,0,-,-,-,000000
72085,0,-,-,-,000000
72087,0,-,-,-,000000
72089,0,-,-,-,000000
72091,0,-,-,-,000000
72093,0,-,-,-,000000
72095,0,-,-,-,000000
72097,0,-,-,-,000000
72099,0,-,-,-,000000
72101,0,-,-,-,000000
72103,0,-,-,-,000000
72105,0,-,-,-,000000
72107,0,-,-,-,000000
72109,0,-,-,-,000000
72111,0,-,-,-,000000
